First Name,Last Name,Gender,Age,City,State,Region,Order ID,Quantity of Goods,Price per Item,Order Date,Total Price,Payment Method,Payment ID,Category of Good,Name of Good,Rating of Good,Quantity of Reviews,Carrier,Shipment Date,Shipment Status,% of Discount,Discount Reason,Effective Price,Delivery Speed,Customer Type,Return Status,Last Purchase Date,Promo Code Used,Shipping Cost,City and State
Brittney,Pierce,Female,52,Alexandria,Virginia,South,30c86276-755d-456c-be32-841bdb758da7,7,86.71,05/05/2023,606.97,Online,e5f1ec2b-d9d2-4fbf-a0be-61627da2693b,Sports,Bat,3.904254330162452,336,FedEx,18/12/2023,Delivered,25,Clearance Sale,494.92,Express,VIP,Yes,29/01/2024,No,1265.35,"Alexandria, Virginia"
James,Fox,Female,68,Virginia Beach,Virginia,West,2fdad320-6762-4e4f-a831-f3b9cba578a0,6,256.19,28/01/2024,1537.14,Online,d4abae91-49e9-4c9a-81fe-a5209d449299,Toys,Kite,3.4551951622899915,191,UPS,24/07/2024,Cancelled,25,Clearance Sale,1065.24,Same Day,Returning,Yes,04/10/2024,Yes,418.81,"Virginia Beach, Virginia"
Chad,Patton,Male,54,Lynn,Massachusetts,South,9f41a0b6-2c1b-4373-a044-8a59be68983c,1,188.66,25/12/2022,188.66,Card,c0ed6246-079a-416c-a4b3-8dae262f4e08,Furniture,Shelf,4.430551946980732,293,UPS,02/03/2023,Cancelled,8,Discount Card,142.53,Standard,VIP,Yes,02/10/2024,Yes,649.99,"Lynn, Massachusetts"
Robert,Cuevas,Non-binary,60,Tucson,Arizona,East,527fb323-fc1d-4a88-8994-22293144b33b,6,270.92,16/09/2023,1625.52,Online,5ae817f9-b60b-4599-a64e-a7fc6f058965,Clothing,Sweater,1.5488156051731417,475,DHL,14/06/2024,Cancelled,8,Discount Card,1088.12,Standard,Returning,No,29/07/2024,Yes,100.41,"Tucson, Arizona"
David,Huff,Male,28,Everett,Washington,East,28986f71-9112-4879-88ab-746ba52df216,9,498.55,23/10/2022,4486.95,Online,c88856c6-e3e1-4721-a026-5948220ac119,Beauty,Lotion,2.833312936774953,324,FedEx,15/05/2024,Cancelled,15,Birthday,3308.23,Express,New,No,10/02/2024,No,1348.67,"Everett, Washington"
Julie,Johnson,Non-binary,43,Hialeah,Florida,East,657a9b5f-be2a-4906-ba3d-16ec2be5ef1d,10,169.92,10/05/2024,1699.2,Card,a77f4d7c-1758-477b-b2f7-68e13a2eb26b,Beauty,Shampoo,4.132284999111057,35,UPS,05/08/2024,Delivered,20,Seasonal Sale,964.47,Express,VIP,Yes,08/08/2024,Yes,1159.26,"Hialeah, Florida"
Marc,Cook,Non-binary,67,Springfield,Illinois,South,e6a67509-9666-4193-9488-6f55106f6c8a,2,436.04,04/08/2022,872.08,Card,95ad5323-d8c1-4fa4-ab96-d727afed4a0d,Books,Textbook,4.691966374066066,154,FedEx,03/07/2024,Returned,8,Discount Card,471.45,Express,VIP,No,28/04/2024,No,1284.28,"Springfield, Illinois"
Brian,May,Non-binary,51,Lancaster,Pennsylvania,East,97e5f054-fc74-45c6-9d28-a77f680750ea,9,100.36,15/01/2024,903.24,Card,6e1a2084-edc7-48e1-bf97-717e152c2378,Toys,Action Figure,4.671850955022057,280,DHL,15/06/2024,Cancelled,8,Discount Card,813.28,Standard,VIP,Yes,13/10/2024,No,271.94,"Lancaster, Pennsylvania"
Kelly,Oliver,Non-binary,37,Lancaster,Pennsylvania,South,dc7833af-38d4-4e10-a9a2-50d0e465dcdb,8,111.8,09/11/2024,894.4,Card,2774ca75-d207-459d-924e-a2f97d60dd3b,Beauty,Conditioner,1.4518009504674676,317,UPS,23/11/2024,Returned,20,Seasonal Sale,511.87,Same Day,VIP,No,29/04/2024,Yes,150.88,"Lancaster, Pennsylvania"
Lori,Ryan,Female,40,Sioux City,Iowa,South,942b376e-f3bd-4830-976f-ee241808b2d2,7,273.82,19/03/2024,1916.74,Online,62977bbe-44e9-4b50-90dc-e1fa54bdd06a,Clothing,Jeans,1.9154402728037343,62,FedEx,17/06/2024,Cancelled,50,Employee Discount,1522.08,Same Day,Returning,Yes,17/07/2024,No,11.45,"Sioux City, Iowa"
Richard,Stewart,Female,25,Tallahassee,Florida,South,4e262afe-9eda-4bcd-95be-d02a5473db1a,3,494.76,11/02/2023,1484.28,Card,7ca575c5-fc8a-46b2-ab34-01b45d848863,Sports,Football,3.8476414942419286,347,DHL,21/08/2024,In Transit,20,Seasonal Sale,1201.97,Same Day,New,No,28/04/2024,No,892.07,"Tallahassee, Florida"
Charles,Daniel,Male,37,Mesa,Arizona,West,e6e8a11a-0e1a-4224-8b04-7de47a5a2030,10,199.03,09/09/2023,1990.3,Cash,4153f433-03b3-4143-a6e6-6346f6182888,Furniture,Table,1.402967040887715,201,DHL,17/11/2023,Delivered,25,Clearance Sale,1331.71,Express,New,Yes,18/12/2024,Yes,1180.67,"Mesa, Arizona"
Amy,Reese,Female,39,Colorado Springs,Colorado,West,94015439-7f9c-47dc-8144-0c1143654406,3,412.72,05/04/2023,1238.16,Card,62205a55-0b8b-45d1-8717-f932790b5e61,Electronics,TV,3.66433283504652,394,DHL,08/10/2023,Delivered,15,Birthday,1122.64,Same Day,New,Yes,20/12/2024,No,582.82,"Colorado Springs, Colorado"
Christopher,Aguilar,Female,25,Jacksonville,Florida,East,d029976d-c3ff-4af4-88cf-5e9cb39d8bb4,7,124.65,11/05/2022,872.55,Online,f7ba5f1e-482c-41b7-88cd-06920fdd390e,Books,Guide,3.501951096076984,152,FedEx,26/10/2023,Delivered,25,Clearance Sale,815.92,Express,New,No,05/10/2024,Yes,4.5,"Jacksonville, Florida"
Dale,Bush,Male,69,Houston,Texas,East,b8476c58-8e8d-4ef7-b45b-487152c96c36,5,247.88,17/04/2023,1239.4,Card,6af2e460-b141-4919-a729-dcfe75af0093,Sports,Basketball,4.439397324031492,254,UPS,07/09/2024,Returned,8,Discount Card,870.8,Same Day,Returning,No,03/03/2024,No,808.9,"Houston, Texas"
Donna,Rogers,Female,31,Tallahassee,Florida,South,0757d246-b11c-456e-a662-9329d12a7db7,7,356.51,06/01/2022,2495.57,Online,b724327f-1c48-4d4a-a30f-24e706e7b827,Toys,Yo-Yo,1.974620075041926,177,FedEx,22/06/2023,Delivered,25,Clearance Sale,2044.37,Express,VIP,Yes,14/11/2024,Yes,1058.1,"Tallahassee, Florida"
Joseph,Robbins,Non-binary,34,Cleveland,Ohio,South,50ae3219-174e-4359-8b10-5136cf9e17fd,6,251.3,09/05/2023,1507.8,Online,f5ebb683-2ab0-46f8-a9f5-c5b2dc72ad1a,Sports,Tennis Racket,1.3567360525580192,494,FedEx,04/01/2024,Delivered,25,Clearance Sale,938.15,Same Day,Returning,No,14/05/2024,Yes,683.45,"Cleveland, Ohio"
Kimberly,Choi,Female,49,Raleigh,North Carolina,East,6257e1de-dd4c-40db-99b4-948dc72076e3,10,344.74,06/09/2023,3447.4,Card,ec4901d5-306b-4df0-ace9-a3cb51275f7e,Books,Journal,4.74730812579833,162,DHL,26/10/2024,Returned,25,Clearance Sale,1918.13,Express,Returning,No,02/12/2024,No,847.17,"Raleigh, North Carolina"
Christina,Francis,Non-binary,57,Mesa,Arizona,East,74233c67-0615-4827-8a8f-16daff46dbf3,6,291.9,26/09/2022,1751.4,Cash,c18f77d1-9b1e-49f1-ba91-ded045b68909,Beauty,Serum,4.744289904071174,289,UPS,18/07/2023,Cancelled,50,Employee Discount,1617.24,Same Day,Returning,Yes,06/11/2024,Yes,1105.11,"Mesa, Arizona"
Tina,Scott,Female,34,Lynn,Massachusetts,North,166b9ec2-600e-4462-9bcf-5dd89028db4c,4,344.91,21/01/2024,1379.64,Online,76004dec-40ad-4483-9cbc-709c4ecc0324,Books,Cookbook,3.1682762440519,296,FedEx,16/10/2024,Cancelled,8,Discount Card,957.06,Same Day,New,Yes,11/12/2024,No,541.5,"Lynn, Massachusetts"
Deborah,Martinez,Male,27,Pueblo,Colorado,South,81e320c7-7337-438c-a286-f13b4663bd76,6,308.74,23/04/2022,1852.44,Card,2304a5d2-1572-4ff3-b39d-a8eb59f5679c,Toys,Kite,3.4551951622899915,93,UPS,31/05/2023,In Transit,15,Birthday,1296.15,Same Day,Returning,No,21/03/2024,Yes,582.12,"Pueblo, Colorado"
Laura,Cooper,Non-binary,63,Syracuse,New York,South,c074081e-05ee-479e-aab8-595e78e84cdc,5,165.71,30/12/2022,828.55,Online,6bd0dc6f-bd0f-4745-bb53-746db22f7c7d,Electronics,Gaming Console,3.628097504081727,408,UPS,05/09/2024,Delivered,50,Employee Discount,541.87,Same Day,Returning,No,15/12/2024,Yes,1019.31,"Syracuse, New York"
Jamie,Sherman,Female,51,Buffalo,New York,West,d98ce6c8-5a4b-4671-add2-a59a848a2504,7,292.42,28/08/2022,2046.94,Card,30374264-392a-41b0-82e3-8d7acf31d6fe,Furniture,Bed,3.5889080340637025,460,DHL,27/09/2022,Returned,8,Discount Card,1552.6,Standard,VIP,Yes,20/10/2024,Yes,583.55,"Buffalo, New York"
Lori,Scott,Female,64,Joliet,Illinois,North,4f6b2078-5b12-47e8-8094-48384d668b43,7,299.64,28/12/2024,2097.48,Online,63d97018-5f14-4dfe-9d65-6f443f94b354,Toys,Kite,3.4551951622899915,500,FedEx,05/01/2025,Cancelled,25,Clearance Sale,1970.79,Same Day,Returning,Yes,10/11/2024,No,1169.84,"Joliet, Illinois"
Timothy,Allen,Female,27,San Francisco,California,West,5a0352f5-8343-4b94-ae1a-a3b93e4a4441,8,336.17,18/05/2024,2689.36,Card,aa3bd3ee-f09f-4b83-a850-ac05a5086b75,Sports,Football,3.8476414942419286,330,UPS,11/09/2024,Returned,20,Seasonal Sale,1989.59,Same Day,Returning,No,08/10/2024,No,1385.54,"San Francisco, California"
Brian,Rhodes,Female,41,Fresno,California,South,0c70d205-44d1-48ab-b7ff-1ceb4fafe739,5,402.73,29/10/2022,2013.65,Online,ff9931b5-617f-4191-bc16-30a057267d1d,Toys,Yo-Yo,1.974620075041926,279,UPS,17/09/2023,Delivered,20,Seasonal Sale,1214.63,Standard,VIP,Yes,08/09/2024,No,565.76,"Fresno, California"
Catherine,Gonzalez,Non-binary,60,Pueblo,Colorado,North,24305a68-7d69-4767-b0de-df7c92bc2bf6,5,232.46,08/11/2023,1162.3,Card,3b97fe39-1a75-496d-a315-da2633c202ee,Electronics,Smartwatch,4.145501300836919,497,DHL,24/06/2024,In Transit,15,Birthday,1026.78,Express,Returning,Yes,02/11/2024,Yes,839.08,"Pueblo, Colorado"
Gary,Gilmore,Non-binary,28,Pueblo,Colorado,North,60777925-6096-48ca-8b2d-90927c4776ed,2,397.8,04/08/2022,795.6,Online,aeaf7c9f-ad13-468e-9549-a87f7300da34,Beauty,Lotion,2.833312936774953,351,DHL,19/06/2024,Delivered,10,Coupon,553.82,Same Day,VIP,No,26/04/2024,No,900.44,"Pueblo, Colorado"
Deborah,Haney,Male,30,Fayetteville,North Carolina,North,799fcea3-51a3-4a07-9aa3-9e4611388bc8,5,86.23,02/04/2024,431.15,Online,84427172-600a-44b3-b340-910f3fb0186a,Clothing,T-Shirt,3.6771784992571033,282,DHL,05/07/2024,In Transit,25,Clearance Sale,269.17,Standard,VIP,No,07/05/2024,No,215.33,"Fayetteville, North Carolina"
Curtis,Obrien,Female,44,Yonkers,New York,West,cea4646b-0996-4656-bdee-89f78066c06a,3,223.99,26/04/2022,671.97,Online,7e9bccac-d7cc-4afd-99f4-94dda5597b04,Books,Memoir,3.1928431419206857,459,DHL,20/04/2024,In Transit,8,Discount Card,579.84,Express,Returning,Yes,09/11/2024,Yes,1494.84,"Yonkers, New York"
Jeremy,Powers,Female,55,Savannah,Georgia,South,3e77c444-2b85-45c9-97a7-74e92c6417c4,8,50.75,21/03/2023,406.0,Cash,28c30ca1-468a-4c6c-8d22-e59fe4bced3c,Furniture,Shelf,4.430551946980732,277,UPS,19/02/2024,In Transit,10,Coupon,375.43,Standard,VIP,Yes,18/01/2024,No,1388.37,"Savannah, Georgia"
Roy,Hernandez,Non-binary,25,Cary,North Carolina,East,5f363b06-6f09-4c6b-8dd7-7c4ac0bfb7b2,3,61.5,17/03/2022,184.5,Online,573b1cba-949b-43be-9537-1af50fa93169,Sports,Golf Club,1.4048897059195624,329,DHL,25/01/2024,Returned,50,Employee Discount,144.91,Express,VIP,No,22/12/2024,No,362.75,"Cary, North Carolina"
Brandi,Petersen,Non-binary,44,Seattle,Washington,West,e7f3f4cd-f9d6-4c1f-8807-e4ceddcc0c67,1,283.76,28/02/2022,283.76,Online,6d829aa4-a629-4023-8f51-16878c1cddf9,Books,Textbook,4.691966374066066,417,DHL,12/04/2022,Returned,8,Discount Card,152.07,Standard,Returning,Yes,09/10/2024,Yes,1466.67,"Seattle, Washington"
Daniel,Miller,Non-binary,60,Rockford,Illinois,East,8954f401-86a0-40cd-8a8d-d898c4ce1ba2,4,288.29,03/02/2022,1153.16,Online,a83d8a69-6544-41e6-9e6e-a1bd1cb85498,Books,Dictionary,3.263810925998982,350,FedEx,12/10/2024,Returned,50,Employee Discount,755.55,Standard,VIP,No,31/05/2024,Yes,51.95,"Rockford, Illinois"
Michael,Rose,Male,22,Scottsdale,Arizona,West,3a1d688e-a56f-47cc-80cd-c9a4f737fe50,8,426.6,05/01/2024,3412.8,Online,ea8b69d6-210d-4d97-9ef6-87ac14d3bbff,Furniture,Wardrobe,3.4901582469824213,397,FedEx,16/05/2024,Delivered,15,Birthday,2879.72,Standard,Returning,Yes,12/02/2024,Yes,397.22,"Scottsdale, Arizona"
Emily,Allen,Non-binary,22,Peoria,Illinois,South,e23fa3b7-b2a1-493e-9d35-cfcb74962cdf,2,122.29,11/06/2023,244.58,Card,210d7acf-5a7a-4a25-a047-20dddb73ba4b,Furniture,Table,1.402967040887715,370,UPS,21/11/2023,Delivered,50,Employee Discount,205.32,Express,Returning,Yes,29/12/2024,Yes,372.45,"Peoria, Illinois"
Rebecca,Elliott,Non-binary,52,Tucson,Arizona,East,770a4328-463e-47d6-8c19-38910b82d3b0,4,356.72,31/08/2024,1426.88,Card,f883ab43-37fe-4526-b41a-f69d8a3788f0,Sports,Shoes,1.018969380337736,350,FedEx,07/10/2024,Delivered,8,Discount Card,866.26,Same Day,VIP,Yes,12/09/2024,No,644.04,"Tucson, Arizona"
Anne,Davis,Non-binary,63,Hampton,Virginia,East,5058342a-5939-472c-adb5-2e135d5957f0,1,255.18,15/06/2022,255.18,Card,a8e93a49-dc16-4ed8-b022-98eb1a6ea243,Books,Comic,3.513902321965803,445,FedEx,05/11/2022,Returned,25,Clearance Sale,143.33,Standard,Returning,Yes,04/05/2024,Yes,64.29,"Hampton, Virginia"
Melissa,Cole,Female,62,Tucson,Arizona,South,241cc6ee-660a-4241-8f86-c6c687f40c19,8,21.69,14/05/2024,173.52,Cash,cd8397be-2cd6-4fd1-852b-5406943f9657,Electronics,Smartphone,4.569364941365301,43,UPS,29/06/2024,Returned,50,Employee Discount,145.39,Standard,Returning,Yes,31/05/2024,Yes,1280.0,"Tucson, Arizona"
Cheryl,Lopez,Female,32,Fresno,California,East,14c605bf-91ce-42f5-b759-0fbfdefdeeb4,3,6.79,17/02/2024,20.37,Card,0d86319a-5372-434f-ad31-2cab8faefdc1,Sports,Golf Club,1.4048897059195624,135,FedEx,31/07/2024,In Transit,20,Seasonal Sale,10.76,Same Day,New,Yes,30/08/2024,No,64.97,"Fresno, California"
Anna,Williams,Non-binary,39,Erie,Pennsylvania,South,b6d21d24-d241-4392-83b9-6e85535150bb,5,148.41,14/11/2024,742.05,Online,75b73864-4063-41cd-b317-54504b13ee5f,Clothing,Shirt,4.178292767916446,112,FedEx,04/01/2025,In Transit,10,Coupon,619.83,Standard,VIP,Yes,22/11/2024,Yes,1062.29,"Erie, Pennsylvania"
Marcus,Wood,Male,59,Scottsdale,Arizona,South,a118afb4-d05b-4a5a-bc2a-9ce44e7a8faf,9,47.49,11/07/2023,427.41,Online,07b758f6-3b7a-4ffd-91e0-9acc7f6a3a54,Electronics,Headphones,1.2450511548116772,130,UPS,24/11/2023,Returned,50,Employee Discount,373.3,Standard,VIP,Yes,06/06/2024,Yes,828.38,"Scottsdale, Arizona"
Meghan,Hayes,Female,46,New York City,New York,South,53ea19a5-14bf-4993-9900-530b5b0b3762,4,116.37,30/06/2022,465.48,Online,1e3b965e-72ff-4c83-9e95-f70f34aaa86c,Electronics,Camera,4.275213112365018,431,UPS,19/02/2024,Returned,15,Birthday,413.81,Express,Returning,Yes,04/04/2024,No,1481.85,"New York City, New York"
Joy,Moss,Female,68,Naperville,Illinois,North,1ba363ef-06f8-47e2-aa78-e87cff144a8d,1,346.79,28/12/2023,346.79,Online,bb476faa-5d75-4c9a-986d-ec9a83a32130,Furniture,Shelf,4.430551946980732,152,UPS,19/07/2024,In Transit,50,Employee Discount,293.28,Express,VIP,Yes,18/09/2024,No,984.81,"Naperville, Illinois"
Dakota,Smith,Non-binary,21,Macon,Georgia,East,69d2fa53-4a60-4623-8954-97bc3b428e5f,7,18.09,11/06/2024,126.63,Card,ab745ac8-f72b-47ca-aad5-24697d7e5f94,Furniture,Bed,3.5889080340637025,22,DHL,08/08/2024,Delivered,10,Coupon,92.73,Express,VIP,Yes,23/11/2024,No,215.82,"Macon, Georgia"
Katie,Waters,Male,35,Oakland,California,West,734b387e-0bc4-4af6-a8d6-3028b1833454,10,410.73,05/01/2023,4107.3,Online,ff9e0dd0-42c9-46d2-a0e4-0d390f5e502c,Beauty,Perfume,4.48981981432217,111,FedEx,21/04/2024,Returned,10,Coupon,2063.1,Express,Returning,No,21/11/2024,Yes,786.06,"Oakland, California"
Amy,Coleman,Male,27,Kent,Washington,West,c32c18c5-e017-429b-9126-1c8f5d2d965a,5,476.57,25/01/2022,2382.85,Card,0e4acc55-6da1-4253-83fc-b285bfde47ad,Furniture,Cabinet,3.468320656899428,26,DHL,28/03/2024,Delivered,15,Birthday,1288.17,Same Day,VIP,Yes,09/02/2024,Yes,250.15,"Kent, Washington"
Christine,Lewis,Non-binary,18,Fresno,California,East,69d96b2e-6f51-4c43-9e09-f012ae6a2ba3,2,390.57,08/07/2024,781.14,Online,a01c3057-c1d9-41f7-839a-4e47b450547a,Electronics,Gaming Console,3.628097504081727,287,FedEx,29/08/2024,Cancelled,10,Coupon,565.15,Standard,Returning,Yes,03/11/2024,Yes,1378.72,"Fresno, California"
Jesse,Donaldson,Male,29,El Paso,Texas,South,55962fe1-469d-4cac-bcbd-5ef68f3f5ab7,4,201.11,08/03/2023,804.44,Card,8ad1bd52-778a-4a43-a2b2-e6546fafcf55,Books,Comic,3.513902321965803,160,UPS,19/12/2023,Delivered,20,Seasonal Sale,499.64,Same Day,VIP,No,11/05/2024,Yes,1275.0,"El Paso, Texas"
Leslie,Stone,Non-binary,64,Houston,Texas,South,4907646e-9a56-4e9e-8f5e-bb24da216329,10,232.68,17/03/2022,2326.8,Online,f167bb39-a2ca-4b4f-a83e-db297ce65390,Beauty,Lotion,2.833312936774953,329,UPS,22/10/2023,Cancelled,10,Coupon,2112.97,Express,New,Yes,11/01/2024,Yes,1007.04,"Houston, Texas"
Michael,Phillips,Female,27,Cincinnati,Ohio,North,9f521893-39b2-45cc-9b4d-f0bf12eda5ec,8,275.03,22/09/2022,2200.24,Card,3bbae5c5-8d97-446d-b9e1-43ead9f99937,Furniture,Cabinet,3.468320656899428,100,DHL,21/04/2024,Cancelled,10,Coupon,1677.46,Express,New,Yes,01/06/2024,No,1359.23,"Cincinnati, Ohio"
Brooke,Gardner,Non-binary,64,Brockton,Massachusetts,South,72e36741-7a5b-4b3e-98f5-324025c51577,10,396.73,03/12/2022,3967.3,Card,f172d4e9-06a5-4e53-883f-5f0ce57e2ae7,Beauty,Serum,4.744289904071174,485,FedEx,05/01/2023,Delivered,25,Clearance Sale,2091.96,Same Day,VIP,No,02/08/2024,Yes,605.73,"Brockton, Massachusetts"
Melissa,Martinez,Male,58,Kent,Washington,South,c746402b-4b0d-4373-88da-bb84dab80d4a,7,178.43,25/06/2023,1249.01,Online,9911d9ec-7302-400d-a357-49a43a608840,Toys,Doll,3.127781421165114,336,DHL,13/08/2024,Delivered,50,Employee Discount,659.85,Express,Returning,No,11/08/2024,No,1051.0,"Kent, Washington"
Matthew,Martinez,Female,61,Pueblo,Colorado,East,3f2c6bc0-e9b3-4afe-86e5-28d071e94083,3,146.09,01/07/2024,438.27,Card,f3928ffa-2822-4ad9-a8fc-e861c1ae2e48,Toys,Stuffed Animal,4.7373350526221,212,FedEx,04/07/2024,Cancelled,15,Birthday,352.76,Standard,VIP,No,24/05/2024,Yes,1443.62,"Pueblo, Colorado"
Robert,Edwards,Female,59,Vancouver,Washington,North,9dd096f7-11e5-4804-adcc-bd87ba29b0cc,6,379.65,20/04/2023,2277.9,Online,6a1c7c14-f57e-497a-8039-d20252b305d6,Beauty,Nail Polish,4.477453030757431,429,FedEx,24/01/2024,Cancelled,50,Employee Discount,1656.72,Same Day,VIP,No,25/01/2024,No,709.91,"Vancouver, Washington"
Isaac,Gordon,Non-binary,38,Scottsdale,Arizona,West,90fabb46-6a5b-49ae-bc98-0f5eaf469ff7,4,71.29,20/04/2022,285.16,Online,de7f204e-46b8-4579-9c7f-f03d46c18595,Clothing,Shorts,2.1074596099362783,231,FedEx,30/12/2022,In Transit,10,Coupon,229.87,Standard,VIP,No,08/02/2024,No,642.4,"Scottsdale, Arizona"
Shannon,Carson,Male,65,Raleigh,North Carolina,East,161e0e25-72ff-48eb-bb43-8b3ffb997a5c,7,316.29,05/02/2022,2214.03,Card,36a1ec38-2a24-419b-acdd-9ed4e5618ba6,Furniture,Stool,3.979287393046109,195,FedEx,26/09/2024,In Transit,8,Discount Card,1286.79,Same Day,Returning,No,05/05/2024,No,923.66,"Raleigh, North Carolina"
Brandon,Wilson,Non-binary,54,Springfield,Illinois,East,f6c19144-2946-4ec8-b68d-2ac7a679c9bd,3,345.14,14/04/2022,1035.42,Online,44067c79-de14-4ef7-b61d-e3905482e4d7,Beauty,Soap,4.367231110476332,293,DHL,04/08/2022,Cancelled,15,Birthday,932.09,Express,Returning,Yes,03/04/2024,No,778.62,"Springfield, Illinois"
Thomas,Li,Female,49,Fort Lauderdale,Florida,East,0d1700e2-2330-4d08-8f6d-6747e178ea80,2,493.62,10/05/2024,987.24,Card,dc14ae4a-69dd-4873-9d80-c145f8d8b2e5,Books,Cookbook,3.1682762440519,298,DHL,31/08/2024,In Transit,50,Employee Discount,553.05,Standard,VIP,Yes,21/06/2024,No,883.4,"Fort Lauderdale, Florida"
Robin,Navarro,Female,42,Athens,Georgia,North,9b8c089e-f633-4f54-b8cd-2d9c023616c6,9,14.44,16/07/2022,129.96,Online,97ef05da-7782-4547-8ab0-5ff70f20f928,Sports,Basketball,4.439397324031492,275,DHL,17/07/2022,Cancelled,25,Clearance Sale,86.28,Same Day,Returning,No,21/05/2024,Yes,621.42,"Athens, Georgia"
David,Davis,Male,38,Ithaca,New York,East,9ab8cb18-56bd-4ef2-9b70-c3b3dd9a6d1d,5,84.16,08/10/2022,420.8,Cash,9185e718-ad57-438b-b096-525a8f0730a1,Furniture,Bench,3.537615866524479,262,DHL,21/10/2022,Delivered,15,Birthday,324.52,Standard,Returning,Yes,28/08/2024,Yes,402.38,"Ithaca, New York"
John,Miller,Female,27,Lynn,Massachusetts,North,5c16bf84-9b10-4fdd-81eb-f0e0ff95cef6,6,126.0,03/05/2023,756.0,Online,bbdbc293-80fa-48a9-a2ea-f330df8d561a,Toys,Kite,3.4551951622899915,154,FedEx,11/12/2023,Returned,25,Clearance Sale,617.05,Express,New,No,31/08/2024,No,728.14,"Lynn, Massachusetts"
Jacob,Freeman,Female,24,Brockton,Massachusetts,East,ca931864-673f-4235-8651-0647816c2caa,2,334.81,01/06/2024,669.62,Online,2ae853ee-4556-46f7-af0e-74bc7c6a256b,Toys,RC Car,2.061947118033172,478,DHL,11/06/2024,Returned,50,Employee Discount,422.33,Standard,New,No,24/08/2024,No,506.84,"Brockton, Massachusetts"
Jeffrey,Morales,Female,33,Dubuque,Iowa,East,884937f9-3602-43f7-b68e-66b01db4e0a6,2,372.35,31/08/2024,744.7,Online,87a99f45-e3b0-45d1-93f1-2a52322b1a8f,Electronics,Camera,4.275213112365018,370,FedEx,15/11/2024,Delivered,20,Seasonal Sale,544.3,Standard,New,No,11/02/2024,No,949.84,"Dubuque, Iowa"
Charles,Rhodes,Male,40,Charlottesville,Virginia,East,a7bcdd1c-4666-4106-b77f-0ad2eab8b443,8,465.31,13/01/2023,3722.48,Card,545d34f8-0afa-4734-8d66-ee94bf34d027,Sports,Football,3.8476414942419286,204,UPS,20/05/2024,Returned,10,Coupon,2733.04,Same Day,New,Yes,29/06/2024,No,1349.81,"Charlottesville, Virginia"
Andrew,Reynolds,Non-binary,46,Fort Collins,Colorado,South,a4a88f80-f31a-47c1-8a90-828aff6c0c1e,3,356.45,03/06/2024,1069.35,Cash,388da345-b076-4a70-ad4c-826d12bfc9be,Clothing,T-Shirt,3.6771784992571033,398,FedEx,30/11/2024,Delivered,50,Employee Discount,559.59,Standard,New,No,16/11/2024,No,658.63,"Fort Collins, Colorado"
Brandon,Aguilar,Non-binary,41,El Paso,Texas,North,db751275-83af-4892-aae2-bae0d8d28fe5,5,274.8,04/12/2023,1374.0,Online,7ad7ee5e-31ff-42ab-b026-101eea9b9268,Electronics,Tablet,1.516063142954867,8,UPS,06/12/2024,Returned,8,Discount Card,947.79,Standard,New,No,13/01/2024,No,839.83,"El Paso, Texas"
Joseph,Hill,Non-binary,65,Roswell,Georgia,South,a5626ad3-0a06-4862-b791-bb5ec9fd4d58,4,499.56,14/05/2023,1998.24,Online,fd8b657a-1412-4986-aca3-e85fe3bff5d4,Books,Fantasy Book,2.541887731844636,102,DHL,05/01/2025,In Transit,20,Seasonal Sale,1673.13,Express,VIP,No,27/02/2024,No,508.44,"Roswell, Georgia"
Shannon,Chavez,Male,61,Scottsdale,Arizona,West,cc2f81b0-dd64-433e-baad-727e726d84ce,9,180.18,07/08/2024,1621.62,Online,6a8ec5b5-9bf2-4433-84e1-06ccf69283cf,Electronics,Gaming Console,3.628097504081727,460,FedEx,16/12/2024,In Transit,50,Employee Discount,1214.76,Express,VIP,No,18/05/2024,Yes,1051.53,"Scottsdale, Arizona"
Stephanie,Smith,Female,23,Arlington,Virginia,West,6c198b8a-62c2-4ed4-a11e-ffab85904218,4,457.38,14/12/2023,1829.52,Online,7986bf25-6a77-4df7-9a8a-cd91ccddf0c6,Sports,Helmet,2.4676101390617213,191,DHL,17/01/2024,Returned,8,Discount Card,1575.22,Same Day,New,No,02/10/2024,No,60.7,"Arlington, Virginia"
Amy,Schmidt,Non-binary,46,Fayetteville,North Carolina,South,ff667ec1-7ece-44ab-9290-2d6098269b33,7,33.32,08/08/2022,233.24,Online,00033aa7-220f-47d7-94dc-4fcf6603f99a,Electronics,Drone,4.028354980009399,287,FedEx,19/09/2023,In Transit,8,Discount Card,128.66,Same Day,New,Yes,30/01/2024,No,694.14,"Fayetteville, North Carolina"
Jeffrey,Willis,Male,48,Erie,Pennsylvania,North,878abe81-bc07-4598-98dd-10ac13ba0533,6,313.22,06/05/2022,1879.32,Online,fe38f19e-f214-4810-86d5-7c6c70f89db1,Electronics,Tablet,1.516063142954867,85,FedEx,04/10/2023,Delivered,50,Employee Discount,1756.6,Express,Returning,Yes,16/06/2024,Yes,854.29,"Erie, Pennsylvania"
